,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
250,Tarnogskiy Gorodok,100,RU,1595281292,95,60.5,43.58,289.58,2.65
251,Tuatapere,82,NZ,1595281294,83,-46.13,167.68,277.04,1.34
252,Miles City,40,US,1595281295,41,46.41,-105.84,299.15,6.7
253,Cape Canaveral,20,US,1595281296,66,28.41,-80.6,304.82,5.7
254,Guiratinga,1,BR,1595281298,44,-16.35,-53.76,296.93,2.54
255,Ransang,80,PH,1595281299,78,8.96,117.58,299.09,1.66
256,Menongue,14,AO,1595281301,55,-14.66,17.69,282.51,1.56
257,Saldanha,0,ZA,1595281302,76,-33.01,17.94,284.15,1.0
258,Alihe,0,CN,1595281303,67,50.57,123.72,287.06,2.36
259,Mayo,1,US,1595281305,47,38.89,-76.51,309.15,3.1
260,Geraldton,0,AU,1595281306,81,-28.77,114.6,282.15,6.7
261,Port Hawkesbury,1,CA,1595281042,57,45.62,-61.35,299.15,5.7
262,Meulaboh,96,ID,1595281277,87,4.14,96.13,298.27,0.88
263,Ligayan,99,PH,1595281310,72,4.65,119.47,302.3,3.8
264,Hasaki,75,JP,1595281311,100,35.73,140.83,294.26,3.1
265,Sémbé,100,CG,1595281312,87,1.65,14.58,294.76,0.6
266,Areosa,2,PT,1595281313,88,41.72,-8.86,297.59,4.12
267,Dikson,100,RU,1595281266,94,73.51,80.55,277.59,6.17
268,Road Town,40,VG,1595281145,70,18.42,-64.62,303.15,4.6
269,Cidreira,72,BR,1595281317,76,-30.18,-50.21,292.83,2.93
270,Talnakh,90,RU,1595281319,100,69.49,88.4,283.15,4.0
271,Quatre Cocos,75,MU,1595281320,60,-20.21,57.76,294.15,5.1
272,Imbituba,0,BR,1595281090,73,-28.24,-48.67,295.15,4.6
273,Swellendam,5,ZA,1595281322,87,-34.02,20.44,289.15,3.6
274,Masvingo,0,ZW,1595281324,93,-20.06,30.83,282.52,2.47
275,Beni,4,CD,1595281325,100,0.5,29.47,289.46,0.58
276,Upernavik,1,GL,1595281292,51,72.79,-56.15,282.99,4.16
277,Dukat,0,RU,1595281327,55,62.55,155.55,289.54,2.01
278,Iracoubo,100,GF,1595281329,85,5.48,-53.2,299.21,3.88
279,San Fernando del Valle de Catamarca,38,AR,1595281330,64,-28.47,-65.79,290.93,1.79
280,Ostrovnoy,30,RU,1595281331,62,68.05,39.51,290.25,5.16
281,Teahupoo,20,PF,1595281333,69,-17.83,-149.27,300.15,3.6
282,Kargil,80,IN,1595281334,49,34.57,76.1,285.44,2.84
283,Seybaplaya,40,MX,1595281335,88,19.65,-90.67,299.15,5.76
284,Mt. Pleasant,1,US,1595281063,70,32.79,-79.86,307.04,5.1
285,Lac du Bonnet,100,CA,1595281338,81,50.25,-96.06,297.04,1.34
286,Chokurdakh,67,RU,1595281296,39,70.63,147.92,297.96,5.84
287,Ovsyanka,20,RU,1595281340,93,55.96,92.55,286.15,1.31
288,Dubbo,0,AU,1595281335,85,-32.25,148.62,273.15,4.1
289,Bubaque,100,GW,1595281343,81,11.28,-15.83,300.34,6.86
290,Bariloche,75,AR,1595281068,86,-41.15,-71.31,276.15,4.1
291,Omsukchan,0,RU,1595281346,55,62.53,155.8,290.67,2.17
292,Shar,17,KZ,1595281347,72,49.59,81.05,292.67,1.15
293,Bac Lieu,100,VN,1595281348,81,9.29,105.72,299.53,1.13
294,Mandalgovi,52,MN,1595281349,35,45.76,106.27,291.14,4.46
295,Rūdbār,0,AF,1595281351,14,30.15,62.6,303.58,6.85
296,Bima,24,ID,1595281352,89,-8.47,118.72,294.99,1.27
297,Druzhba,3,UA,1595281353,87,52.04,33.95,288.07,2.11
298,San Quintín,0,MX,1595281313,54,30.48,-115.95,297.41,9.85
299,Cabedelo,1,BR,1595281356,83,-6.98,-34.83,296.15,3.1
300,Aleppo Governorate,0,SY,1595281357,48,36.25,37.5,297.89,8.44
301,Pangai,40,TO,1595281358,83,-19.8,-174.35,298.15,3.1
302,Moranbah,100,AU,1595281359,52,-22.0,148.05,286.26,7.82
303,Labuhan,27,ID,1595281361,88,-6.88,112.21,298.22,3.23
304,Ulverstone,91,AU,1595281362,85,-41.15,146.17,281.48,4.02
305,Krasnosel'kup,100,RU,1595281364,60,65.7,82.47,285.46,2.74
306,Saint-Louis,69,SN,1595281365,49,16.33,-15.0,304.35,6.08
307,Puerto Escondido,90,MX,1595281366,70,15.85,-97.07,303.15,4.1
308,Discovery Bay,1,US,1595281367,29,37.91,-121.6,304.15,8.7
309,Conde,0,BR,1595281369,83,-7.26,-34.91,296.15,3.1
310,Katsuura,100,JP,1595281370,92,35.13,140.3,297.59,0.45
311,Praia da Vitória,75,PT,1595281371,73,38.73,-27.07,295.15,2.18
312,Dingle,52,PH,1595281373,87,11.0,122.67,298.1,1.69
313,Bahawalpur,12,PK,1595281374,51,29.4,71.68,307.82,7.03
314,Provideniya,75,RU,1595281375,76,64.38,-173.3,283.15,4.0
315,Grootfontein,0,NA,1595281376,66,-19.57,18.12,280.32,1.79
316,Tura,100,IN,1595281378,98,25.52,90.22,296.53,2.13
317,Luwingu,39,ZM,1595281379,69,-10.26,29.93,284.96,2.4
318,Naryan-Mar,0,RU,1595281380,72,67.67,53.09,286.98,2.52
319,Keelung,75,TW,1595281382,88,25.13,121.74,303.71,1.0
320,Tibati,100,CM,1595281383,93,6.47,12.63,291.82,0.92
321,Kolpashevo,86,RU,1595281384,95,58.31,82.91,286.67,4.49
322,Dudinka,90,RU,1595281386,100,69.41,86.18,283.15,4.0
323,Iqaluit,75,CA,1595281249,93,63.75,-68.51,281.15,2.1
324,Ambur,70,IN,1595281388,80,12.78,78.7,298.32,1.7
325,Kumul,100,CN,1595281390,22,42.8,93.45,302.62,1.41
326,Sretensk,28,RU,1595281391,74,52.25,117.71,285.22,3.68
327,Rudnaya Pristan',98,RU,1595281392,91,44.36,135.81,291.84,3.24
328,Zhigansk,100,RU,1595281393,97,66.77,123.37,290.66,4.37
329,Tūkrah,0,LY,1595281395,72,32.53,20.58,297.28,6.4
330,Aykhal,90,RU,1595281396,93,66.0,111.5,284.15,4.0
331,Coyhaique,90,CL,1595281397,85,-45.58,-72.07,275.15,2.6
332,Padang,60,ID,1595281398,76,-0.95,100.35,298.69,2.13
333,Nuuk,100,GL,1595281400,76,64.18,-51.72,284.15,3.6
334,Kapit,100,MY,1595281401,95,2.02,112.93,296.06,1.02
335,Nurota,0,UZ,1595281402,24,40.56,65.69,300.15,1.0
336,Plymouth,1,US,1595281286,55,41.83,-70.83,306.15,6.2
337,Sambava,86,MG,1595281404,80,-14.27,50.17,293.34,6.26
338,Huangmei,100,CN,1595281406,91,30.19,116.03,295.31,1.01
339,Mehamn,90,NO,1595281407,100,71.04,27.85,283.15,1.5
340,Narsaq,3,GL,1595281408,53,60.92,-46.05,286.91,3.0
341,Two Hills,3,CA,1595281409,67,53.72,-111.75,294.34,4.67
342,Kiunga,91,PG,1595281411,97,-6.12,141.29,296.09,1.31
343,Galway,75,IE,1595281412,67,53.27,-9.05,287.15,3.6
344,Tabuk,11,PH,1595281413,87,17.42,121.44,296.36,1.09
345,Adrar,25,MR,1595281278,19,20.5,-10.07,309.7,1.52
346,Laguna,1,US,1595281416,39,38.42,-121.42,303.15,4.1
347,Piaçabuçu,35,BR,1595281417,84,-10.41,-36.43,296.43,4.8
348,East London,0,ZA,1595281418,41,-33.02,27.91,290.95,2.65
349,Bulawayo,0,ZW,1595281419,86,-20.15,28.58,282.08,4.47
350,Talaya,0,RU,1595281421,46,61.38,152.75,291.55,3.25
351,Ossora,18,RU,1595281422,69,59.24,163.07,286.24,3.82
352,Fortuna,20,US,1595281423,77,40.6,-124.16,292.59,6.2
353,Cavalcante,45,BR,1595281425,47,-13.8,-47.46,293.17,2.61
354,Sørland,75,NO,1595281426,76,67.67,12.69,286.15,3.44
355,Constitución,94,CL,1595281427,80,-35.33,-72.42,285.5,2.96
356,Le Port,20,RE,1595281428,59,-20.94,55.29,292.15,6.2
357,Petrov Val,78,RU,1595281430,62,50.14,45.21,292.31,1.9
358,Dwārāhāt,76,IN,1595281151,87,29.78,79.43,291.37,0.79
359,Taoudenni,8,ML,1595281432,22,22.68,-3.98,310.14,8.07
360,Felanitx,0,ES,1595281433,78,39.47,3.15,298.15,2.6
361,Marabu,40,MY,1595281435,100,4.41,114.01,298.15,2.6
362,Aswān,0,EG,1595281436,17,24.09,32.91,307.27,6.63
363,Erzin,0,TR,1595281437,86,36.96,36.2,299.82,0.62
364,Chifeng,70,CN,1595281279,54,42.27,118.96,293.55,1.46
365,Zhob,17,PK,1595281440,57,31.34,69.45,298.26,4.13
366,Samandağ,0,TR,1595281441,74,36.08,35.98,299.15,5.7
367,Volgorechensk,90,RU,1595281442,100,57.44,41.16,290.15,2.0
368,Murgab,0,TM,1595281443,28,37.5,61.97,303.15,2.1
369,Flinders,0,AU,1595281268,70,-34.58,150.86,281.48,1.34
370,Kirakira,6,SB,1595281446,73,-10.45,161.92,298.91,3.77
371,Tshane,0,BW,1595281447,45,-24.02,21.87,282.27,1.93
372,Eirunepé,75,BR,1595281280,66,-6.66,-69.87,302.09,1.01
373,Villarrica,4,PY,1595281450,67,-25.75,-56.43,295.37,2.83
374,Kingman,40,US,1595281233,12,35.19,-114.05,313.71,8.2
375,Kungurtug,21,RU,1595281452,65,50.6,97.52,283.42,0.62
376,Acaponeta,22,MX,1595281454,46,22.5,-105.36,307.29,4.64
377,Oliveira dos Brejinhos,67,BR,1595281455,46,-12.32,-42.9,295.38,3.04
378,Khani,90,GE,1595281456,88,41.96,42.96,298.15,1.5
379,Kiryat Gat,0,IL,1595281322,66,31.61,34.76,300.37,0.45
380,Qui Nhon,61,VN,1595281262,84,13.77,109.23,298.6,2.13
381,Tazovsky,92,RU,1595281460,79,67.47,78.7,282.56,5.41
382,Chokwé,0,MZ,1595281461,87,-24.53,32.98,287.84,2.58
383,Vite,100,IN,1595281462,93,17.28,74.55,295.57,3.62
384,Alekseyevskaya,40,RU,1595281464,83,50.29,42.18,289.26,1.31
385,Néa Alikarnassós,0,GR,1595281465,73,35.33,25.17,297.59,1.5
386,Qaryat Sulūq,0,LY,1595281466,74,31.67,20.25,295.43,4.56
387,Kuching,20,MY,1595281467,100,1.55,110.33,297.15,1.05
388,Bagdarin,82,RU,1595281469,68,54.43,113.6,282.45,3.18
389,Kysyl-Syr,100,RU,1595281301,91,63.9,122.76,291.78,2.57
390,Jämsä,83,FI,1595281471,93,61.86,25.19,290.15,2.1
391,Yangi Marg`ilon,27,UZ,1595281472,38,40.43,71.72,297.15,3.1
392,Faya,65,SA,1595281474,82,18.39,42.45,293.15,4.4
393,Saint-Joseph,75,RE,1595281475,68,-21.37,55.62,292.15,4.6
394,Coquimbo,6,CL,1595281380,67,-29.95,-71.34,289.15,4.6
395,Huercal Overa,0,ES,1595281478,67,37.39,-1.95,297.59,1.7
396,San-Pédro,65,CI,1595281479,91,4.75,-6.64,297.49,3.3
397,Cayenne,75,GF,1595281480,78,4.93,-52.33,301.15,1.5
398,Zhangye,100,CN,1595281481,26,38.93,100.45,295.23,2.11
399,Turaif,0,SA,1595281483,22,31.67,38.66,306.15,6.2
400,Cherskiy,90,RU,1595281273,38,68.75,161.3,295.24,2.81
401,Narrabri,58,AU,1595281485,85,-30.32,149.78,277.04,2.24
402,Port Elizabeth,37,ZA,1595281400,93,-33.92,25.57,287.15,1.5
403,Nuevo Progreso,0,MX,1595281488,50,23.17,-97.95,306.48,2.68
404,Wajid,22,SO,1595281489,57,3.81,43.25,296.69,9.45
405,Eyl,40,SO,1595281491,62,7.98,49.82,299.4,9.76
406,Ilhabela,0,BR,1595281492,69,-23.78,-45.36,293.27,1.85
407,Bloemfontein,0,ZA,1595281457,66,-29.12,26.21,273.15,1.0
408,Itoman,20,JP,1595281426,88,26.12,127.67,301.15,1.0
409,Yar-Sale,91,RU,1595281495,64,66.83,70.83,287.02,4.4
410,Sur,67,OM,1595281295,67,22.57,59.53,303.46,6.99
411,Poum,5,NC,1595281498,64,-20.23,164.02,294.46,4.76
412,Broome,75,US,1595281337,42,42.25,-75.83,302.59,4.6
413,Warragul,98,AU,1595281278,96,-38.17,145.93,280.93,0.89
414,Presidencia Roque Sáenz Peña,100,AR,1595281502,47,-26.79,-60.44,299.45,3.36
415,Teacapan,3,MX,1595281503,60,22.55,-105.75,304.32,5.15
416,Umluj,58,SA,1595281504,50,25.02,37.27,303.85,1.46
417,Dalby,100,AU,1595281506,74,-27.18,151.27,279.82,2.31
418,Malanje,0,AO,1595281507,34,-9.54,16.34,288.46,0.73
419,San Cristobal,40,VE,1595281482,43,7.77,-72.22,305.15,6.7
420,Paka,60,MY,1595281509,100,4.64,103.44,297.15,1.42
421,Tateyama,100,JP,1595281511,100,34.98,139.87,297.59,0.45
422,Monywa,100,MM,1595281512,76,22.12,95.13,300.64,4.32
423,Artesia,1,US,1595281467,60,33.87,-118.08,302.59,3.6
424,Livramento,20,BR,1595281514,46,-3.03,-60.18,305.15,3.1
425,Vágur,38,FO,1595281516,84,61.47,-6.81,283.63,6.22
426,Ontario,20,US,1595281443,29,34.06,-117.65,306.15,4.6
427,Kashgar,94,CN,1595281518,23,39.45,75.98,298.33,5.6
428,Juneau,90,US,1595281501,87,58.3,-134.42,288.71,4.1
429,Teopantlán,40,MX,1595281520,41,18.72,-98.27,298.15,5.7
430,Sarakhs,0,IR,1595281522,18,36.54,61.16,301.6,4.28
431,Grants,75,US,1595281523,18,35.15,-107.85,301.15,5.7
432,Abhā,84,SA,1595281524,82,18.22,42.51,293.15,4.74
433,Weinan,95,CN,1595281526,83,34.5,109.51,299.82,3.0
434,Pingliang,58,CN,1595281527,69,35.54,106.69,291.18,1.77
435,Ponta Delgada,20,PT,1595281528,68,37.73,-25.67,293.15,3.6
436,Lavrentiya,100,RU,1595281288,76,65.58,-171.0,280.86,2.66
437,Puerto El Triunfo,40,SV,1595281531,59,13.28,-88.55,308.15,2.1
438,Phuket,20,TH,1595281532,100,8.0,98.25,302.04,2.02
439,Majene,39,ID,1595281529,86,-3.54,118.97,298.26,4.5
440,Caraquet,75,CA,1595281250,51,47.79,-64.94,303.71,5.1
441,Vila Velha,75,BR,1595281491,83,-20.33,-40.29,297.59,2.1
442,Bantou,78,CN,1595281537,84,26.22,117.49,297.94,0.32
443,Sabang,99,ID,1595281538,77,5.89,95.32,301.31,3.8
444,Emerald,100,AU,1595281540,50,-23.53,148.17,285.37,4.1
445,Wittlich,90,DE,1595281541,55,49.98,6.88,291.15,1.5
446,Thio,75,NC,1595281294,100,-21.62,166.22,290.15,1.0
447,Vila Franca do Campo,20,PT,1595281320,68,37.72,-25.43,293.15,3.6
448,Podyuga,92,RU,1595281545,70,61.09,40.86,289.26,2.39
449,Norfolk,75,US,1595281546,49,42.17,-71.25,307.15,4.1
450,Stokmarknes,99,NO,1595281547,90,68.56,14.91,285.37,0.86
451,Nioro,100,GM,1595281548,86,13.35,-15.75,299.39,3.53
452,Kudat,20,MY,1595281550,83,6.88,116.85,300.15,2.1
453,Bayir,0,TR,1595281282,37,37.27,28.22,302.15,2.6
454,Victor Harbor,81,AU,1595281552,92,-35.57,138.62,280.37,1.72
455,Abu Dhabi,26,AE,1595281553,75,24.47,54.37,307.15,3.1
456,Sulangan,98,PH,1595281555,75,11.14,123.72,301.98,2.77
457,Luau,0,AO,1595281556,45,-10.71,22.22,288.0,2.11
458,Baie-Comeau,75,CA,1595281557,60,49.22,-68.15,297.15,8.7
459,Longjiang,0,CN,1595281559,44,47.33,123.18,291.02,2.45
460,Springbok,0,ZA,1595281560,34,-29.66,17.89,285.92,2.15
461,Hungund,100,IN,1595281561,85,16.07,76.05,297.07,6.0
462,Santa Isabel,0,BR,1595281534,60,-23.32,-46.22,295.15,0.5
463,Konstantinovka,6,RU,1595281549,64,49.62,127.98,290.98,2.84
464,Esperance,47,AU,1595281559,81,-33.87,121.9,282.15,3.6
465,Kavieng,87,PG,1595281268,75,-2.57,150.8,301.6,4.46
466,Kipushi,23,CD,1595281568,76,-11.77,27.23,283.91,2.66
467,Karratha,0,AU,1595281538,53,-20.74,116.85,291.56,5.32
468,Isangel,31,VU,1595281570,68,-19.55,169.27,293.15,2.1
469,Neryungri,75,RU,1595281571,83,56.67,124.65,288.17,4.16
470,Kondinskoye,0,RU,1595281573,82,59.65,67.41,284.55,3.17
471,Arrondissement de Saint-Denis,17,FR,1595281574,42,48.92,2.33,293.15,3.6
472,Vanavara,0,RU,1595281575,82,60.34,102.28,282.53,0.32
473,Emba,65,KZ,1595281576,35,48.83,58.14,296.96,2.49
474,Manuk Mangkaw,93,PH,1595281577,70,4.8,119.85,302.32,3.35
475,Chākuliā,100,IN,1595281579,84,22.48,86.72,300.75,2.08
476,Jingdezhen,100,CN,1595281580,96,29.29,117.21,296.73,0.7
477,Beira,40,MZ,1595281581,88,-19.84,34.84,293.15,2.1
478,Beringovskiy,17,RU,1595281583,78,63.05,179.32,281.31,5.43
479,Kollam,75,IN,1595281584,78,8.88,76.6,299.15,1.5
480,Banda Aceh,90,ID,1595281585,79,5.56,95.32,299.54,0.62
481,Vinh Yen,75,VN,1595281586,83,21.31,105.6,300.15,2.6
482,Nemuro,100,JP,1595281555,92,43.32,145.57,289.42,2.56
483,Murray Bridge,25,AU,1595281589,94,-35.12,139.27,278.71,1.29
484,Turukhansk,75,RU,1595281591,69,65.82,87.98,284.15,5.67
485,Acarí,94,PE,1595281592,57,-15.43,-74.62,292.13,2.88
486,Ushtobe,46,KZ,1595281593,38,45.25,77.98,297.39,3.66
487,Chui,100,UY,1595281318,84,-33.7,-53.46,293.24,3.81
488,Pringsewu,0,ID,1595281299,92,-5.36,104.97,295.58,0.43
489,Wilmington,20,US,1595281583,46,34.23,-77.94,307.15,5.1
490,Port Blair,100,IN,1595281504,78,11.67,92.75,300.28,1.63
491,Tallahassee,40,US,1595281520,50,30.44,-84.28,308.15,6.2
492,Batagay-Alyta,100,RU,1595281601,77,67.8,130.41,292.71,0.5
493,Solnechnyy,100,RU,1595281602,95,50.72,136.63,290.74,1.88
494,Dongsheng,56,CN,1595281461,51,39.82,109.98,292.47,6.14
495,Zanjān,0,IR,1595281604,36,36.67,48.48,297.69,3.11
496,Vestmannaeyjar,0,IS,1595281606,71,63.44,-20.27,283.67,2.52
497,Goderich,24,CA,1595281607,72,43.75,-81.72,294.82,3.81
498,Norsup,20,VU,1595281608,78,-16.07,167.38,295.15,3.09
499,Ballina,83,AU,1595281610,81,-28.87,153.57,283.71,3.6
